un1,un2,un3,un4,un5,un6,line
"0","964526","32496","0","3","-15","116.3900138728460300 39.9916736361175110 -15.0000000000000000, 116.3895496138842700 39.9916771036425730 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3895496138842700 39.9916771036425730 -15.0000000000000000, 116.3893820791002200 39.9916736361175110 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3893820791002200 39.9916736361175110 -15.0000000000000000, 116.3893778907306000 39.9917837399897280 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3893778907306000 39.9917837399897280 -15.0000000000000000, 116.3892407827903000 39.9917837399897280 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3893820791002200 39.9916736361175110 -15.0000000000000000, 116.3888836631176100 39.9916736361175110 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3895496138842700 39.9916771036425730 -15.0000000000000000, 116.3895529645799600 39.9915945765478750 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3895529645799600 39.9915945765478750 -15.0000000000000000, 116.3895529645799600 39.9912953549358790 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3895529645799600 39.9912953549358790 -15.0000000000000000, 116.3895529645799600 39.9909656247378110 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3895529645799600 39.9912953549358790 -15.0000000000000000, 116.3896283552327900 39.9912953549358790 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3896283552327900 39.9912953549358790 -15.0000000000000000, 116.3896333812763100 39.9911908177182770 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3895529645799600 39.9909656247378110 -15.0000000000000000, 116.3892916103168200 39.9909656247378110 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3892916103168200 39.9909656247378110 -15.0000000000000000, 116.3888225129214200 39.9909656247378110 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3888836631176100 39.9916736361175110 -15.0000000000000000, 116.3888843640831500 39.9917030613518070 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3888843640831500 39.9917030613518070 -15.0000000000000000, 116.3888315249525400 39.9917044337967550 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3888315249525400 39.9917044337967550 -15.0000000000000000, 116.3888294662851200 39.9916736361175110 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3888294662851200 39.9916736361175110 -15.0000000000000000, 116.3886572244437500 39.9916736361175110 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3895529645799600 39.9915945765478750 -15.0000000000000000, 116.3895620965730300 39.9915945116200720 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3895620965730300 39.9915945116200720 -15.0000000000000000, 116.3895978495325600 39.9915945765478750 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3895978495325600 39.9915945765478750 -15.0000000000000000, 116.3896846460255600 39.9915945765478750 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3896846460255600 39.9915945765478750 -15.0000000000000000, 116.3897102802229600 39.9915945765478750 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897102802229600 39.9915945765478750 -15.0000000000000000, 116.3897096056388100 39.9916032812139260 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897096056388100 39.9916032812139260 -15.0000000000000000, 116.3897399619252300 39.9916032812139260 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897399619252300 39.9916032812139260 -15.0000000000000000, 116.3897732414095900 39.9916032812139260 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897732414095900 39.9916032812139260 -15.0000000000000000, 116.3897739159937300 39.9915945765478750 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897739159937300 39.9915945765478750 -15.0000000000000000, 116.3897739159937300 39.9915843928579380 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897739159937300 39.9915843928579380 -15.0000000000000000, 116.3897851590627700 39.9915843928579380 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897851590627700 39.9915843928579380 -15.0000000000000000, 116.3897851590627700 39.9915409946114480 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897851590627700 39.9915409946114480 -15.0000000000000000, 116.3897739159937300 39.9915409946114480 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897739159937300 39.9915409946114480 -15.0000000000000000, 116.3897739159937300 39.9915158101368040 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897739159937300 39.9915158101368040 -15.0000000000000000, 116.3897739159937300 39.9915052416519000 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897739159937300 39.9915052416519000 -15.0000000000000000, 116.3897833601717200 39.9915045670677640 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897833601717200 39.9915045670677640 -15.0000000000000000, 116.3897833601717200 39.9914510500591330 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3895529645799600 39.9909656247378110 -15.0000000000000000, 116.3895813804127600 39.9909656247378110 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3895813804127600 39.9909656247378110 -15.0000000000000000, 116.3896760791143900 39.9909656247378110 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3896760791143900 39.9909656247378110 -15.0000000000000000, 116.3896985047722700 39.9909551344325610 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3896985047722700 39.9909551344325610 -15.0000000000000000, 116.3897057003364500 39.9909656247378110 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897057003364500 39.9909656247378110 -15.0000000000000000, 116.3897216654944900 39.9909562587394660 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3896985047722700 39.9909551344325610 -15.0000000000000000, 116.3897871001563000 39.9909020671466990 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897871001563000 39.9909020671466990 -15.0000000000000000, 116.3897954818251300 39.9909145141156590 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3897954818251300 39.9909145141156590 -15.0000000000000000, 116.3898737111873500 39.9909103967808050 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3898737111873500 39.9909103967808050 -15.0000000000000000, 116.3898716525199100 39.9909433354596330 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3898716525199100 39.9909433354596330 -15.0000000000000000, 116.3898918855597500 39.9909425421952420 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3898918855597500 39.9909425421952420 -15.0000000000000000, 116.3899233661530600 39.9909425421952420 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3899233661530600 39.9909425421952420 -15.0000000000000000, 116.3899566456374100 39.9909425421952420 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3899566456374100 39.9909425421952420 -15.0000000000000000, 116.3899566456374100 39.9909526609573760 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3899566456374100 39.9909526609573760 -15.0000000000000000, 116.3899858776169100 39.9909551344325610 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3899858776169100 39.9909551344325610 -15.0000000000000000, 116.3899863273396700 39.9909425421952420 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3899863273396700 39.9909425421952420 -15.0000000000000000, 116.3899863273396700 39.9909103967808050 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3899863273396700 39.9909103967808050 -15.0000000000000000, 116.3899762085775400 39.9909103967808050 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3899762085775400 39.9909103967808050 -15.0000000000000000, 116.3899762085775400 39.9908784567017150 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3899762085775400 39.9908784567017150 -15.0000000000000000, 116.3899863273396700 39.9908784567017150 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3899863273396700 39.9908784567017150 -15.0000000000000000, 116.3900166836260900 39.9908784567017150 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3899858776169100 39.9909551344325610 -15.0000000000000000, 116.3900774321707000 39.9909526609573760 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3900774321707000 39.9909526609573760 -15.0000000000000000, 116.3901110032721700 39.9909526609573760 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3901110032721700 39.9909526609573760 -15.0000000000000000, 116.3901118465023400 39.9909663149867210 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3901118465023400 39.9909663149867210 -15.0000000000000000, 116.3901624403130200 39.9909668771401740 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3901624403130200 39.9909668771401740 -15.0000000000000000, 116.3902090990495300 39.9909663149867210 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3901624403130200 39.9909668771401740 -15.0000000000000000, 116.3901615970828400 39.9909854282040910 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3901615970828400 39.9909854282040910 -15.0000000000000000, 116.3901250571084600 39.9910129737232370 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3901250571084600 39.9910129737232370 -15.0000000000000000, 116.3901250571084600 39.9910576649226640 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3901250571084600 39.9910576649226640 -15.0000000000000000, 116.3901250571084600 39.9910725619891420 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3901250571084600 39.9910725619891420 -15.0000000000000000, 116.3901399541749400 39.9910734052193250 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3892916103168200 39.9909656247378110 -15.0000000000000000, 116.3892909614757200 39.9909410678182550 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3892909614757200 39.9909410678182550 -15.0000000000000000, 116.3892909614757200 39.9908249217498830 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3892909614757200 39.9908249217498830 -15.0000000000000000, 116.3892909614757200 39.9908098436193170 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3892909614757200 39.9908098436193170 -15.0000000000000000, 116.3893408404131300 39.9908108488280190 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3893408404131300 39.9908108488280190 -15.0000000000000000, 116.3893408404131300 39.9907736561059580 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3893408404131300 39.9907736561059580 -15.0000000000000000, 116.3893483057631100 39.9907732808280510 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3893483057631100 39.9907732808280510 -15.0000000000000000, 116.3893483057631100 39.9907649174916240 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3893483057631100 39.9907649174916240 -15.0000000000000000, 116.3893676057702300 39.9907642741580600 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3893676057702300 39.9907642741580600 -15.0000000000000000, 116.3893676057702300 39.9907556963771140 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3893676057702300 39.9907556963771140 -15.0000000000000000, 116.3893819735533100 39.9907552674880690 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3912079752155900 39.9926398871615870 -15.0000000000000000, 116.3912070742592700 39.9926565128814890 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3912070742592700 39.9926565128814890 -15.0000000000000000, 116.3912070742592700 39.9927156844918700 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3912070742592700 39.9927156844918700 -15.0000000000000000, 116.3912625701565000 39.9927554740030830 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3912625701565000 39.9927554740030830 -15.0000000000000000, 116.3912609995179000 39.9927821748592930 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3912609995179000 39.9927821748592930 -15.0000000000000000, 116.3913259192467300 39.9927832219516970 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3913259192467300 39.9927832219516970 -15.0000000000000000, 116.3914604706201700 39.9927832219516970 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3914604706201700 39.9927832219516970 -15.0000000000000000, 116.3914604706201700 39.9928182995471100 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3913259192467300 39.9927832219516970 -15.0000000000000000, 116.3913274247823900 39.9927595527519490 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3913274247823900 39.9927595527519490 -15.0000000000000000, 116.3913672142936000 39.9927608092628260 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3917972152625400 39.9909895499016770 -15.0000000000000000, 116.3918258713648200 39.9909907343266510 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3918258713648200 39.9909907343266510 -15.0000000000000000, 116.3918945606262800 39.9909907343266510 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3918945606262800 39.9909907343266510 -15.0000000000000000, 116.3918952831200600 39.9909553007198180 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3918952831200600 39.9909553007198180 -15.0000000000000000, 116.3919365123833200 39.9909539918543190 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3917972152625400 39.9909895499016770 -15.0000000000000000, 116.3916891368037300 39.9909907343266510 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3916891368037300 39.9909907343266510 -15.0000000000000000, 116.3916871735054700 39.9909553007198180 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3916871735054700 39.9909553007198180 -15.0000000000000000, 116.3916020972479400 39.9909553007198180 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3916020972479400 39.9909553007198180 -15.0000000000000000, 116.3915523603589300 39.9909907343266510 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3915523603589300 39.9909907343266510 -15.0000000000000000, 116.3915503970606700 39.9910296085037590 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3915523603589300 39.9909907343266510 -15.0000000000000000, 116.3914345624638700 39.9909907343266510 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3914345624638700 39.9909907343266510 -15.0000000000000000, 116.3914378346276200 39.9910296085037590 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3918258713648200 39.9909907343266510 -15.0000000000000000, 116.3918228557387200 39.9911101028602970 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3917972152625400 39.9909895499016770 -15.0000000000000000, 116.3917975643914500 39.9908422996032090 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3917975643914500 39.9908422996032090 -15.0000000000000000, 116.3918194232185400 39.9908422997912400 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3918194232185400 39.9908422997912400 -15.0000000000000000, 116.3919015152627200 39.9908422996032090 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3919015152627200 39.9908422996032090 -15.0000000000000000, 116.3919365123833200 39.9908422997912400 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3919365123833200 39.9908422997912400 -15.0000000000000000, 116.3919861792276200 39.9908658331929350 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3919861792276200 39.9908658331929350 -15.0000000000000000, 116.3920280629236300 39.9908668802853310 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3920280629236300 39.9908668802853310 -15.0000000000000000, 116.3920280629236300 39.9908352580948330 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3920280629236300 39.9908352580948330 -15.0000000000000000, 116.3922039744469000 39.9908258342632270 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3922039744469000 39.9908258342632270 -15.0000000000000000, 116.3922908831161500 39.9908258342632270 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3922039744469000 39.9908258342632270 -15.0000000000000000, 116.3922039744469000 39.9907954685836130 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3922039744469000 39.9907954685836130 -15.0000000000000000, 116.3922437639581200 39.9907923273064160 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3906187274612200 39.9923392344964130 -15.0000000000000000, 116.3906257830204500 39.9923656146534940 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3904952851197800 39.9924519689538580 -15.0000000000000000, 116.3905851018731300 39.9924500733678980 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3905851018731300 39.9924500733678980 -15.0000000000000000, 116.3906865514385900 39.9924500733678980 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3906865514385900 39.9924500733678980 -15.0000000000000000, 116.3908939047298500 39.9924094050656290 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3908939047298500 39.9924094050656290 -15.0000000000000000, 116.3908961006417700 39.9923909594054900 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3908961006417700 39.9923909594054900 -15.0000000000000000, 116.3909659306408900 39.9923909594054900 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3909659306408900 39.9923909594054900 -15.0000000000000000, 116.3910414700109900 39.9924094050656290 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3910414700109900 39.9924094050656290 -15.0000000000000000, 116.3910379565519100 39.9924282899081550 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3910379565519100 39.9924282899081550 -15.0000000000000000, 116.3910695776836000 39.9924291682729280 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3910414700109900 39.9924094050656290 -15.0000000000000000, 116.3911319415821600 39.9924094050656290 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3911319415821600 39.9924094050656290 -15.0000000000000000, 116.3912505208259300 39.9924094050656290 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3912505208259300 39.9924094050656290 -15.0000000000000000, 116.3912498327359400 39.9924220065380280 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3912498327359400 39.9924220065380280 -15.0000000000000000, 116.3912990211629900 39.9924228497682040 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3912990211629900 39.9924228497682040 -15.0000000000000000, 116.3912995833164400 39.9924094050656290 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3912995833164400 39.9924094050656290 -15.0000000000000000, 116.3913710295067400 39.9924094050656290 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3913710295067400 39.9924094050656290 -15.0000000000000000, 116.3913723470538900 39.9923788085587050 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3913723470538900 39.9923788085587050 -15.0000000000000000, 116.3913723470538900 39.9922984381823670 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3913723470538900 39.9922984381823670 -15.0000000000000000, 116.3914035290031800 39.9922583221733560 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3914035290031800 39.9922583221733560 -15.0000000000000000, 116.3914527174302300 39.9922583221733560 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3914527174302300 39.9922583221733560 -15.0000000000000000, 116.3914535957950000 39.9922356351014090 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3914535957950000 39.9922356351014090 -15.0000000000000000, 116.3914944397567400 39.9922369526485610 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3914527174302300 39.9922583221733560 -15.0000000000000000, 116.3915488983723900 39.9922583221733560 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3913710295067400 39.9924094050656290 -15.0000000000000000, 116.3915523989647900 39.9924094050656290 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3915523989647900 39.9924094050656290 -15.0000000000000000, 116.3916045518729300 39.9924094050656290 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3916045518729300 39.9924094050656290 -15.0000000000000000, 116.3917785778927200 39.9924094050656290 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3917785778927200 39.9924094050656290 -15.0000000000000000, 116.3917801292063100 39.9923909594054900 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3917801292063100 39.9923909594054900 -15.0000000000000000, 116.3918935935251400 39.9923909594054900 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3918935935251400 39.9923909594054900 -15.0000000000000000, 116.3918935935251400 39.9923656146534940 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3918935935251400 39.9923656146534940 -15.0000000000000000, 116.3918646995714000 39.9923378620514570 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878175481829200 39.9924246526983890 -15.0000000000000000, 116.3878201881543900 39.9923639586373200 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878201881543900 39.9923639586373200 -15.0000000000000000, 116.3878485703159800 39.9923700522928980 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878485703159800 39.9923700522928980 -15.0000000000000000, 116.3878960020134900 39.9923700522928980 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878960020134900 39.9923700522928980 -15.0000000000000000, 116.3879205962270200 39.9923700522928980 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3879205962270200 39.9923700522928980 -15.0000000000000000, 116.3879495822643800 39.9923700522928980 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878201881543900 39.9923639586373200 -15.0000000000000000, 116.3878201881543900 39.9922061274679450 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878201881543900 39.9922061274679450 -15.0000000000000000, 116.3878201881543900 39.9919927534513990 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878201881543900 39.9919927534513990 -15.0000000000000000, 116.3878201881543900 39.9917568644754340 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878201881543900 39.9917568644754340 -15.0000000000000000, 116.3878372723491600 39.9917560890440380 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878372723491600 39.9917560890440380 -15.0000000000000000, 116.3878752177071600 39.9917568644754340 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878752177071600 39.9917568644754340 -15.0000000000000000, 116.3879904591648100 39.9917568644754340 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3879904591648100 39.9917568644754340 -15.0000000000000000, 116.3879915132025400 39.9917666294212640 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3879915132025400 39.9917666294212640 -15.0000000000000000, 116.3880148425708000 39.9917664186137150 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3880148425708000 39.9917664186137150 -15.0000000000000000, 116.3880291774838200 39.9917669807671670 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3880291774838200 39.9917669807671670 -15.0000000000000000, 116.3880676849952800 39.9917666294212640 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3880676849952800 39.9917666294212640 -15.0000000000000000, 116.3880693714556400 39.9917568644754340 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3880693714556400 39.9917568644754340 -15.0000000000000000, 116.3880803334479500 39.9917568644754340 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3880803334479500 39.9917568644754340 -15.0000000000000000, 116.3880803334479500 39.9917057763100840 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3880803334479500 39.9917057763100840 -15.0000000000000000, 116.3880676849952800 39.9917054249641740 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3880676849952800 39.9917054249641740 -15.0000000000000000, 116.3880676849952800 39.9916692363357030 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3880676849952800 39.9916692363357030 -15.0000000000000000, 116.3880803334479500 39.9916681822979850 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3880803334479500 39.9916681822979850 -15.0000000000000000, 116.3880803334479500 39.9915901835065240 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878201881543900 39.9917568644754340 -15.0000000000000000, 116.3878057980017100 39.9917568644754340 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878057980017100 39.9917568644754340 -15.0000000000000000, 116.3878057980017100 39.9917105466155500 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3878057980017100 39.9917568644754340 -15.0000000000000000, 116.3877689066814200 39.9917560890440380 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877689066814200 39.9917560890440380 -15.0000000000000000, 116.3877689066814200 39.9916437908931290 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877689066814200 39.9916437908931290 -15.0000000000000000, 116.3877689066814200 39.9915868728561180 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877689066814200 39.9915868728561180 -15.0000000000000000, 116.3877689066814200 39.9915664947934890 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877689066814200 39.9915664947934890 -15.0000000000000000, 116.3877890759954400 39.9915669351970640 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877689066814200 39.9916437908931290 -15.0000000000000000, 116.3877102319148700 39.9916427465174210 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877102319148700 39.9916427465174210 -15.0000000000000000, 116.3877091778771600 39.9916318547942920 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877091778771600 39.9916318547942920 -15.0000000000000000, 116.3876944213490400 39.9916318547942920 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877689066814200 39.9917560890440380 -15.0000000000000000, 116.3877323667070400 39.9917568644754340 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877323667070400 39.9917568644754340 -15.0000000000000000, 116.3876222197650500 39.9917560890440380 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3876222197650500 39.9917560890440380 -15.0000000000000000, 116.3876222197650500 39.9917668962128370 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3876222197650500 39.9917668962128370 -15.0000000000000000, 116.3876090736154400 39.9917664356967320 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3876090736154400 39.9917664356967320 -15.0000000000000000, 116.3876087973057700 39.9917608174002130 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3876087973057700 39.9917608174002130 -15.0000000000000000, 116.3875954423386500 39.9917605410905490 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3875954423386500 39.9917605410905490 -15.0000000000000000, 116.3875951660289900 39.9917560890440380 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3875951660289900 39.9917560890440380 -15.0000000000000000, 116.3875791400684400 39.9917560890440380 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877323667070400 39.9917568644754340 -15.0000000000000000, 116.3877324545435100 39.9917843389181370 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877689066814200 39.9915664947934890 -15.0000000000000000, 116.3877724201404900 39.9915135074388170 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3877724201404900 39.9915135074388170 -15.0000000000000000, 116.3877927982031200 39.9915135074388170 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3875791400684400 39.9917560890440380 -15.0000000000000000, 116.3874427943214700 39.9917568644754340 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3874427943214700 39.9917568644754340 -15.0000000000000000, 116.3873176140785000 39.9917568644754340 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3873176140785000 39.9917568644754340 -15.0000000000000000, 116.3871298437140400 39.9917568644754340 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3871298437140400 39.9917568644754340 -15.0000000000000000, 116.3871246278705800 39.9919231636568640 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3871246278705800 39.9919231636568640 -15.0000000000000000, 116.3871298437140400 39.9920205260680670 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3871298437140400 39.9920205260680670 -15.0000000000000000, 116.3871246278705800 39.9922061274679450 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3871246278705800 39.9922061274679450 -15.0000000000000000, 116.3872115585948700 39.9922061274679450 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3872115585948700 39.9922061274679450 -15.0000000000000000, 116.3872080813659000 39.9922691479395240 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3872080813659000 39.9922691479395240 -15.0000000000000000, 116.3873593408261500 39.9922639320960660 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3873593408261500 39.9922639320960660 -15.0000000000000000, 116.3873593408261500 39.9922061274679450 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3873593408261500 39.9922061274679450 -15.0000000000000000, 116.3875071230574300 39.9922061274679450 -15.0000000000000000"
"0","964526","32496","0","3","-15","116.3871246278705800 39.9922061274679450 -15.0000000000000000, 116.3871298437140400 39.9923053809262830 -15.0000000000000000"
